reference_number,determination_type,url,date
HU/02410/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02410-2016,18 Dec 2017
PA/08829/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08829-2017,4 Mar 2019
AA/11595/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11595-2014,1 Oct 2015
PA/12637/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12637-2016,15 Nov 2017
UI-2023-003514,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003514,24 Sep 2024
PA/11696/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11696-2018,11 Mar 2019
VA/01609/2015,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-01609-2015,13 Oct 2017
PA/08383/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08383-2016,23 May 2018
DA/00569/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00569-2016,18 Mar 2019
AA/06955/2014 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06955-2014-ors,10 Nov 2015
UI-2023-003641,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003641,24 Oct 2023
HU/11747/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11747-2015,25 Jul 2017
IA/23004/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23004-2015,2 Mar 2017
EA/00103/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00103-2019,11 Sep 2019
EA/03952/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-03952-2016,21 Mar 2019
LP/00167/2021,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lp-00167-2021,31 Oct 2022
IA/33736/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33736-2014,13 Jul 2015
IA/28756/2014 & IA/28758/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28756-2014-ia-28758-2014,7 Oct 2015
PA/00092/2022,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00092-2022,14 May 2023
IA/42305/2013 & IA/42312/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-42305-2013-ia-42312-2013,27 Jun 2014
AA/11420/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11420-2014,11 Apr 2016
PA/02510/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02510-2020,27 Apr 2021
HU/01762/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01762-2018,30 Nov 2018
AA/04528/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04528-2013,19 Feb 2014
IA/22084/2012,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22084-2012,16 Sep 2015
DA/01848/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01848-2013,27 Feb 2014
EA/08584/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-08584-2016,27 Sep 2017
UI-2024-001849,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001849,19 Nov 2024
IA/46440/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-46440-2013,12 Aug 2014
AA/09559/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09559-2015,19 Aug 2016
OA/21506/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-21506-2013,22 Sep 2015
AA051072013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa051072013,18 Jul 2013
PA/10389/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10389-2017,6 Dec 2018
OA/14912/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-14912-2013,30 Mar 2017
IA/22930/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22930-2014,13 Oct 2015
EA/04951/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-04951-2021,10 Oct 2022
HU/02724/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02724-2015,13 Jun 2017
PA/05033/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05033-2017,22 Jun 2018
OA/04873/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-04873-2015,16 Sep 2016
IA/00667/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00667-2014,28 Oct 2014
HU/10254/2017 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10254-2017-ors,4 Dec 2018
UI-2024-003019 & UI-2024-003170,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003019-ui-2024-003170,27 Mar 2025
EA/05957/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05957-2017,16 Apr 2018
[2007] UKAIT 38,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-38,5 Apr 2007
OA/17638/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-17638-2013,5 Mar 2015
AA/08330/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08330-2012,26 Jun 2017
PA/06326/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06326-2017,11 Jun 2018
IA/33284/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33284-2014-ors,14 Sep 2015
AA/10984/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-10984-2013,2 Jun 2014
PA/04667/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04667-2020,23 Aug 2022
AA/06184/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06184-2013,12 Dec 2013
PA/00143/2015 & PA/00328/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00143-2015-pa-00328-2015,13 Apr 2016
HU/24503/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-24503-2016,14 Aug 2018
LP/00185/2021,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lp-00185-2021,27 Nov 2022
HU/04772/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04772-2020,26 May 2022
PA/05329/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05329-2017,5 Apr 2018
PA/06133/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06133-2016,9 Mar 2022
UI-2024-001425,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001425,9 Sep 2024
HU/27606/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-27606-2016,17 Apr 2018
EA/05454/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05454-2016,21 Jun 2018
IA/30052/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-30052-2014-ors,29 Apr 2015
PA/06248/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06248-2018,1 Feb 2019
PA/02385/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02385-2018,16 May 2019
OA/01920/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-01920-2013,25 Mar 2014
HU/10449/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10449-2016,30 Apr 2018
HU/11869/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11869-2015,17 Apr 2018
OA/06574/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-06574-2013,16 Oct 2014
PA/11691/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11691-2019,15 Aug 2022
OA/16734/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-16734-2013,6 Jan 2016
AA/04808/2011,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04808-2011-c8445129-d24f-4646-9aa7-19dc8d2c7b41,27 Nov 2018
HU/11598/2015 & HU/11593/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11598-2015-hu-11593-2015,16 Jan 2019
OA/20625/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-20625-2012,30 May 2014
DA/00500/2015,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00500-2015,9 Dec 2016
PA/13523/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13523-2016,29 Mar 2018
DA/00913/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00913-2013,1 Oct 2013
[2003] UKIAT 179,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-179,10 Dec 2003
PA/09334/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09334-2018,3 Sep 2019
IA/26764/2011,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26764-2011,8 Sep 2014
DA/01921/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01921-2014,22 Apr 2015
VA/05392/2014,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-05392-2014,8 Oct 2015
AA/09768/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09768-2014,17 Jul 2015
AA/06422/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06422-2015,23 Dec 2016
PA/08657/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08657-2017,12 Dec 2018
HU/01329/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01329-2015,7 Jun 2017
OA/08919/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08919-2015,18 Jan 2017
UI-2024-000858,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000858,30 Dec 2024
AA/08510/2014 & AA/08111/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08510-2014-aa-08111-2014,9 Jun 2015
IA/36247/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-36247-2014,2 Nov 2015
PA/12558/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12558-2017,7 Sep 2018
IA/22566/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22566-2014,22 Dec 2015
EA/00942/2022,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00942-2022,15 Feb 2023
AA/08684/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08684-2013,31 Mar 2014
OA/09644/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09644-2013,15 Jul 2014
IA/31796/2015 & IA/31799/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31796-2015-ia-31799-2015,26 Jun 2017
AA/07615/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07615-2013,20 Jan 2014
IA/21356/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21356-2013,29 May 2015
HU/14290/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-14290-2017,6 Feb 2019
IA/26948/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26948-2015,20 Jul 2016
IA/08645/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-08645-2015-ors,10 Dec 2015
IA/52345/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-52345-2013,27 Mar 2015
PA/00155/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00155-2018,24 Apr 2019
IA/43798/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-43798-2014,23 Nov 2015
AA/13081/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-13081-2015,8 Sep 2016
PA/07388/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07388-2019,31 Dec 2019
UI-2022-003419,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003419,5 Sep 2024
EA/07496/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-07496-2018,17 Dec 2019
IA/34614/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34614-2015,4 Jan 2018
IA/21282/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21282-2014,14 Nov 2014
IA/32528/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32528-2015,4 Aug 2017
IA/40724/2014 & IA/40719/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-40724-2014-ia-40719-2014,4 Apr 2016
IA/44426/2014 & IA/44445/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-44426-2014-ia-44445-2014,2 Dec 2015
EA/01874/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01874-2016,6 Dec 2016
IA/31910/2013 & IA/31911/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31910-2013-ia-31911-2013,31 Jan 2014
IA/26601/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26601-2014,20 Nov 2015
IA/26189/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26189-2013,21 Feb 2014
IA/32031/2013 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32031-2013-ors,19 May 2015
PA/01575/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01575-2017,3 Nov 2017
AA/11357/2015 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11357-2015-ors,30 May 2017
PA/13501/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13501-2018,21 May 2019
UI-2022-004677,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-004677,14 Feb 2025
OA/19927/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-19927-2013,4 Nov 2015
[2013] UKUT 46,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2013-ukut-46,13 Feb 2013
AA/07498/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07498-2014,6 Oct 2015
HU/19397/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19397-2016,5 Sep 2017
IA/29300/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29300-2015,28 Apr 2017
PA/02425/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02425-2017,12 Oct 2018
PA/02515/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02515-2018,29 Mar 2019
DC/00100/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/dc-00100-2019,12 Aug 2021
AA/03079/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-03079-2014,5 Apr 2016
JR/05265/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-05265-2018,28 Nov 2018
PA/09082/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09082-2016,22 Jan 2018
EA/00252/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00252-2019,14 Nov 2019
[2003] UKIAT 32,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-32,22 Jul 2003
PA/11869/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11869-2018,24 Jun 2019
UI-2023-002799,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002799,18 Mar 2024
HU/08618/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08618-2017,16 Mar 2018
PA/02642/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02642-2015,14 Apr 2016
AA/00443/2011 & ors,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00443-2011-ors,20 Sep 2013
IA/37531/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-37531-2014,19 Nov 2015
AA/01350/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-01350-2014,11 Nov 2014
OA/02484/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-02484-2014,22 Sep 2015
HU/26408/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-26408-2016,11 Sep 2018
PA/11918/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11918-2017,3 Oct 2018
AA/01913/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-01913-2015,6 Jun 2016
IA/53429/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-53429-2013,19 Mar 2015
HU/11587/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11587-2018,21 Oct 2019
PA/07649/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07649-2016,20 Jun 2017
EA/00439/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00439-2017,9 Mar 2018
AA/07944/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07944-2014,29 Jul 2016
PA/13741/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13741-2016,24 Nov 2017
HU/05505/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05505-2016,11 Dec 2018
IA/49880/2013 & IA/49881/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-49880-2013-ia-49881-2013,17 Nov 2014
EA/13662/2021 & EA/13650/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-13662-2021-ea-13650-2021,20 Feb 2023
HU/04501/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04501-2019,10 Oct 2019
VA/02438/2015 & Ors.,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-02438-2015-ors,2 Dec 2016
OA/05619/2014 & OA/05620/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-05619-2014-oa-05620-2014,20 Aug 2015
AA/07131/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07131-2015,2 Feb 2017
HU/12149/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12149-2016,1 Aug 2018
OA/10851/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-10851-2013,21 Aug 2014
IA/31679/2013 & IA/31649/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31679-2013-ia-31649-2013,17 Mar 2015
UI-2023-003762,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003762,23 Apr 2024
PA/05425/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05425-2019,6 Jan 2021
PA/03122/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03122-2015,17 Aug 2016
VA/01657/2014,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-01657-2014,12 Feb 2015
PA/08867/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08867-2017,23 Aug 2018
HU/10161/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10161-2016,6 Dec 2018
PA/11122/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11122-2017,25 Feb 2020
AA/03171/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-03171-2015,12 Apr 2016
IA/04895/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04895-2013,15 May 2014
HU/00334/2016 & HU/00339/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00334-2016-hu-00339-2016,22 Dec 2017
UI-2024-003261,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003261,15 Oct 2024
[2005] UKIAT 79,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukiat-79,1 Apr 2005
IA/27952/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27952-2013,14 Apr 2014
PA/05682/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05682-2016,5 Apr 2017
UI-2022-002660,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-002660,28 Sep 2023
UI-2024-000765,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000765,1 Oct 2024
IA/19733/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19733-2015,10 May 2017
DA/00590/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00590-2014,20 Jan 2016
IA/29133/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29133-2013,28 May 2014
EA/00973/2020,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00973-2020,12 Aug 2021
HU/11360/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11360-2017,2 Jul 2018
UI-2022-006342 & UI-2022-006343,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006342-ui-2022-006343,1 Nov 2023
OA/19362/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-19362-2013,9 Jan 2019
HU/18425/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-18425-2016,8 Jun 2017
EA/06288/2019 & Ors.,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-06288-2019-ors,28 Apr 2021
VA/01923/2014,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-01923-2014,1 Jun 2016
UI-2024-003437,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003437,7 Mar 2025
PA/02042/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02042-2019,19 Aug 2019
VA/18571/2013,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-18571-2013,24 Jul 2014
PA/10229/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10229-2016,17 Oct 2017
AA/11397/2012 & ors,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11397-2012-ors,30 Sep 2013
PA/03917/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03917-2017,27 Mar 2018
EA/04510/2020,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-04510-2020,19 May 2023
UI-2024-000126,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000126,14 Mar 2024
PA/07560/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07560-2018,7 May 2019
OA/08274/2012 & Ors.,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08274-2012-ors,25 Feb 2015
JR-2021-LON-000941,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-2021-lon-000941,23 Feb 2023
AA/02875/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02875-2015,24 May 2016
HU/02132/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02132-2018,20 Jun 2019
AA/11857/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11857-2014,2 Aug 2016
[2015] UKUT 325,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2015-ukut-325,11 May 2015
IA/46750/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-46750-2013,1 Jul 2014
IA/01051/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01051-2015,16 Jul 2015
EA/02205/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02205-2021,25 Jul 2022
HU/08225/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08225-2015,8 Jun 2017
OA/12771/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-12771-2012,3 Jun 2013
PA/03540/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03540-2018,24 Aug 2018
UI-2023-005270 & UI-2023-005271,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-005270-ui-2023-005271,23 Sep 2024
PA/08736/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08736-2018,12 Sep 2019
IA/36325/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-36325-2014,30 Aug 2016
OA/15811/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-15811-2013,23 Oct 2014
HU/01913/2018 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01913-2018-ors,15 Jan 2019
IA/35066/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-35066-2015-ors,2 May 2018
UI-2024-000309,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000309,23 Apr 2024
IA/13979/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13979-2014,26 Aug 2014
PA/00495/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00495-2019,17 Jul 2019
IA/18115/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18115-2013,14 Oct 2014
AA/05399/2015 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05399-2015-ors,25 Apr 2016
IA/14999/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-14999-2021,19 Mar 2023
JR/11244/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-11244-2016,27 Mar 2019
PA/04135/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04135-2017,10 Apr 2018
AA/09222/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09222-2014,5 Mar 2015
[2018] UKUT 297,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2018-ukut-297,19 Apr 2018
EA/01067/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01067-2019,3 Mar 2020
AA/05899/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05899-2014,12 Dec 2014
IA/13669/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13669-2014,18 Dec 2014
HU/17389/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17389-2019,4 May 2022
[2004] UKIAT 114,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-114,25 May 2004
IA/16700/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16700-2015,16 Sep 2016
OA/20462/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-20462-2013,3 Feb 2015
DA/00022/2019,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00022-2019,26 Sep 2022
IA/21491/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21491-2014,11 Dec 2014
